Method1	Method2	Method3	Method4	Method5
0.2376127392	-0.7623872608	14.5959997177	73.7139968872	0.5396402478
0.426722914	-0.573277086	3.2490000725	24.2409992218	0.1792763025
0.1793699116	-0.8206300884	2.013999939	10.9149999619	0.2021632344
0.3221944571	0.3221944571	2.1530001163	20.7549991608	0.1078685448
0.1099830419	-0.8900169581	23.9699993134	126.6149978638	0.5990125537
0.5950639248	-0.4049360752	0.8190000057	7.2940001488	0.04542391
0.2205948979	0.2205948979	5.9279999733	39.3230018616	0.0566070899
0.371152699	0.371152699	2.7929999828	19.0219993591	0.1778791398
0.2541817129	-0.7458182871	3.6540000439	24.4619998932	0.1475736499
0.3720376194	-0.6279623806	4.2140002251	24.6319999695	0.1938405782
0.160436213	-0.839563787	2.3529999256	15.0329999924	0.1716124415
0.2321308553	0.2321308553	2.8050000668	18.327999115	0.3362441361
0.2804378271	0.2804378271	7.8150000572	34.4990005493	0.4398235679
0.2966488302	0.2966488302	4.7690000534	27.1900005341	0.2132711411
0.2977447808	0.2977447808	2.2309999466	13.0080003738	0.1691194177
0.2547621727	0.2547621727	1.5889999866	14.8159999847	0.127688244
0.2375429869	-0.7624570131	2.118999958	12.9259996414	0.1762940139
0.1961442679	-0.8038557321	2.9800000191	13.5129995346	0.2659624219
0.1647651047	0.1647651047	2.367000103	19.3519992828	0.1128135175
0.1668389291	-0.8331610709	2.5889999866	14.6870002747	0.2459848523
0.2196575105	0.2196575105	2.2939999104	13.0629997253	0.1908079982
0.1728324145	-0.8271675855	3.6819999218	21.3260002136	0.2465594113
0.2794170976	-0.7205829024	2.128000021	14.3970003128	0.1753836423
0.1929701567	0.1929701567	3.242000103	17.6590003967	0.3047961593
0.3325197995	-0.6674802005	2.8369998932	20.0009994507	0.1615051776
0.2920978367	-0.7079021633	3.260999918	24.8040008545	0.0821420923
0.2214306593	-0.7785693407	2.9119999409	21.5720005035	0.1366402656
0.1675388962	-0.8324611038	2.4149999619	14.3599996567	0.1621055156
0.2598425448	0.2598425448	8.2469997406	33.0800018311	0.5189344287
0.1338047236	-0.8661952764	2.5190000534	19.9519996643	0.1550343633
0.2281361222	-0.7718638778	2.118999958	14.4040002823	0.2261187285
0.2934645414	0.2934645414	5.5419998169	34.0159988403	0.216939792
0.3159076273	-0.6840923727	2.4460000992	15.7779998779	0.1556942761
0.2761333585	-0.7238666415	5.9569997787	30.1739997864	0.2870071232
0.3210879564	-0.6789120436	3.0999999046	21.343000412	0.0957747027
0.1975199431	-0.8024800569	4.7630000114	31.2189998627	0.1081088632
0.282012701	-0.717987299	4.7379999161	25.3789997101	0.3162985444
0.1580643058	0.1580643058	4.2109999657	21.6770000458	0.3028878868
0.1832908243	-0.8167091757	9.1490001678	48.6279983521	0.2782610655
0.2575360537	-0.7424639463	3.611000061	16.8500003815	0.3215425909
0.3027411401	0.3027411401	2.9449999332	22.6420001984	0.1796571165
0.1701136827	-0.8298863173	4.3880000114	19.0650005341	0.3261425495
0.1927268058	-0.8072731942	2.8129999638	19.3680000305	0.1864267439
0.2107840478	-0.7892159522	2.111000061	18.3339996338	0.1855676323
0.299005121	-0.700994879	2.6800000668	14.982000351	0.1007835269
0.2947196066	0.2947196066	2.5199999809	14.4750003815	0.2036590576
0.1794103682	0.1794103682	4.8790001869	25.6800003052	0.3697956502
0.3864674568	0.3864674568	3.8919999599	25.1609992981	0.0839132741
0.1889076531	-0.8110923469	4.0619997978	31.2059993744	0.1078526527
0.1190946922	-0.8809053078	1.3559999466	7.1339998245	0.1576987356
0.092217207	0.092217207	2.1510000229	20.6849994659	0.0827293098
0.142969951	-0.857030049	2.6180000305	11.8050003052	0.1692344546
0.2293767482	-0.7706232518	2.9600000381	17.7409992218	0.2182647735
0.1671673059	-0.8328326941	4.2839999199	26.3840007782	0.3052811325
0.3876264393	-0.6123735607	4.2220001221	27.5680007935	0.2440236211
0.237370804	-0.762629196	2.3970000744	16.3640003204	0.2122604698
0.2162998468	-0.7837001532	3.3399999142	25.7280006409	0.1535426676
0.1364451647	-0.8635548353	2.736000061	16.5620002747	0.2159428596
0.1922159344	-0.8077840656	3.0610001087	18.9150009155	0.1417038441
0.2059369832	-0.7940630168	4.2899999619	26.2889995575	0.1913620383
0.3043541908	0.3043541908	1.3949999809	13.3159999847	0.1236298829
0.2048913091	0.2048913091	3.6199998856	18.6350002289	0.3739023507
0.3329426348	0.3329426348	2.2379999161	15.3199996948	0.1536902338
0.3163840175	0.3163840175	4.8569998741	31.0170001984	0.2089157701
0.27997455	0.27997455	1.7170000076	15.4289999008	0.1222119629
0.1791562736	-0.8208437264	3.0840001106	18.327999115	0.2623383999
0.2977592647	0.2977592647	3.2430000305	17.3719997406	0.3039269149
0.2831251323	0.2831251323	3.6449999809	24.6240005493	0.2693873048
0.2845066786	0.2845066786	3.1210000515	24.1270008087	0.1714476347
0.142160058	-0.857839942	4.6040000916	33.3300018311	0.1497227252
0.2172013968	-0.7827986032	3.0250000954	24.2980003357	0.1516318619
0.4562741816	-0.5437258184	4.375	27.3090000153	0.2571634948
0.3246027231	-0.6753972769	1.6729999781	11.3360004425	0.1769758463
0.1824800372	-0.8175199628	3.9030001163	21.8579998016	0.3120032549
0.1949144453	0.1949144453	4.4450001717	25.3939990997	0.3178758621
0.3413289189	0.3413289189	3.3989999294	19.1270008087	0.2702320218
0.2427096963	0.2427096963	1.1710000038	7.8350000381	0.128792733
0.177315563	-0.822684437	2.2709999084	16.8729991913	0.152588889
0.157284528	-0.842715472	1.9199999571	12.7049999237	0.1484297812
0.1904234886	-0.8095765114	2.7170000076	22.7099990845	0.1298005432
0.1583014131	-0.8416985869	2.2860000134	20.2849998474	-1
0.2693880796	-0.7306119204	3.8440001011	24.3640003204	0.3089371026
0.389531821	0.389531821	2.5750000477	19.8939990997	0.1443459988
0.1782197505	-0.8217802495	4.4409999847	22.7000007629	0.2443745285
0.3663094342	0.3663094342	2.3789999485	11.1190004349	-1
0.2786125541	0.2786125541	6.7309999466	34.2179985046	0.3614655733
0.2292556167	0.2292556167	2.2430000305	13.4239997864	0.1961616874
0.2924895585	0.2924895585	2.4449999332	19.5279998779	0.0729246661
0.2137368768	-0.7862631232	2.7980000973	16.4799995422	-1
0.2417491972	-0.7582508028	7.5570001602	40.0649986267	0.2396292984
0.2843031883	0.2843031883	2.6549999714	15.7060003281	0.2252961695
0.3114794493	0.3114794493	2.6500000954	15.3159999847	0.1668132544
0.3451445103	0.3451445103	3.0910000801	16.5429992676	0.15860641
0.2761531174	0.2761531174	2.4300000668	12.5649995804	0.2718578875
0.2761303782	0.2761303782	5.5900001526	23.452999115	0.4326720238
0.3030237854	0.3030237854	5.8559999466	35.5960006714	0.2001815289
0.3628045321	-0.6371954679	1.4689999819	8.4569997787	0.1708776653
0.125401482	-0.874598518	9.2569999695	56.2290000916	0.1999662071
0.4034349024	0.4034349024	8.0600004196	35.7649993896	0.5156900287
0.2028894871	-0.7971105129	2.9539999962	15.5500001907	0.2186959833
0.2030300051	-0.7969699949	2.6530001163	16.2609996796	0.2483139187
0.3240613639	-0.6759386361	1.1180000305	10.0089998245	0.1296527088
0.1644931436	-0.8355068564	1.574000001	13.3850002289	0.1293596178
0.2278180122	0.2278180122	6.75	30.0820007324	0.286190033
0.3029183447	0.3029183447	3.0940001011	22.452999115	0.2183050513
0.3127406538	0.3127406538	3.0829999447	24.8330001831	0.1641663909
0.1443577707	-0.8556422293	4.2950000763	27.7740001678	0.3874629736
0.2731741667	-0.7268258333	1.3140000105	8.1099996567	0.146197468
0.1430577338	-0.8569422662	2.5620000362	18.1959991455	0.1969407797
0.3213496506	-0.6786503494	2.3770000935	13.5170001984	0.1097811759
0.1520822644	0.1520822644	2.6429998875	21.922000885	0.1124968827
0.1504904926	-0.8495095074	4.9089999199	19.4470005035	0.4069067836
0.2542254031	0.2542254031	2.1960000992	16.4249992371	0.1335787326
0.239280194	-0.760719806	6.3229999542	36.2960014343	0.2904730737
0.3178375065	-0.6821624935	2.1710000038	18.9330005646	0.0898341388
0.189124316	-0.810875684	5.6199998856	26.4459991455	0.3333813846
0.2312661856	0.2312661856	2.6670000553	16.986000061	0.1518975049
0.247337088	-0.752662912	4.4990000725	25.2779998779	0.3580661118
0.3609219491	0.3609219491	1.7740000486	18.0200004578	0.0281720385
0.1231831685	-0.8768168315	2.9140000343	16.9060001373	0.1789608002
0.1460564882	-0.8539435118	2.4449999332	13.9180002213	0.2103859633
0.3756177425	0.3756177425	3.5329999924	24.8829994202	0.1921560913
0.2628400624	-0.7371599376	5.4720001221	34.4900016785	0.2603567839
0.185024932	-0.814975068	4	19.202999115	0.1682833135
0.3114780784	0.3114780784	4.7989997864	22.3530006409	0.4024442136
0.3898139894	0.3898139894	8.7460002899	45.216999054	0.4859139323
0.4298456013	-0.5701543987	3.3740000725	24.9629993439	0.1462995559
0.3003746569	0.3003746569	4.3119997978	19.9610004425	0.3829202652
0.2489604503	-0.7510395497	4.4720001221	19.1019992828	0.3594990373
0.1746010035	-0.8253989965	3.1530001163	18.0310001373	0.1979735792
0.2811768055	-0.7188231945	1.2879999876	8.3629999161	0.1490873247
0.2399614006	-0.7600385994	2.4309999943	16.0839996338	0.1855669916
0.2975586057	-0.7024413943	3.4769999981	18.6140003204	0.1900475323
0.2114021182	0.2114021182	3.1449999809	23.7649993896	0.2362668216
0.1139844581	-0.8860155419	1.7779999971	11.5559997559	0.1828145981
0.2703166902	0.2703166902	5.2239999771	29.6970005035	0.1742966622
0.23136127	-0.76863873	2.7019999027	12.9420003891	0.2578877807
0.3213998675	0.3213998675	5.5329999924	27.0650005341	0.4089345336
0.4256460071	0.4256460071	5.0100002289	29.5119991302	0.1879264563
0.3207371831	0.3207371831	3.6210000515	26.5	0.1138226539
0.1356887221	-0.8643112779	1.9759999514	11.2569999695	0.1627928466
0.2221934497	0.2221934497	4.111000061	21.9029998779	0.2856045663
0.221993342	-0.778006658	3.8199999332	21.3059997559	0.164598763
0.2506684661	0.2506684661	1.3079999685	11.3360004425	0.2201981097
0.1828001291	0.1828001291	3.0910000801	18.9979991913	0.2277991772
0.2523281276	0.2523281276	3.746999979	17.0240001678	0.2724138796
0.2258936763	0.2258936763	12.6280002594	73.4570007324	0.2005124241
0.3413915932	-0.6586084068	6.743999958	37.9399986267	0.3364373147
0.3778651953	0.3778651953	1.94599998	15.9040002823	0.1047075912
0.2483441979	0.2483441979	5.2979998589	33.0449981689	0.2826844454
0.2891646922	-0.7108353078	3.257999897	20.0860004425	-1
0.3128281236	0.3128281236	3.8159999847	21.545999527	0.3124805093
0.3505986929	0.3505986929	8.4790000916	42.1980018616	0.4785607755
0.5458080173	-0.4541919827	2.632999897	16.7880001068	0.2052963376
0.2086991519	-0.7913008481	1.9349999428	11.8459997177	0.1906706542
0.1602253467	0.1602253467	3.7850000858	20.6809997559	0.1680562198
0.2049034834	0.2049034834	2.631000042	17.9790000916	0.175206244
0.1938527673	0.1938527673	3.0280001163	14.170999527	0.2692150176
0.1930667609	0.1930667609	3.4419999123	23.9899997711	0.1378627568
0.1452972442	-0.8547027558	3.6500000954	19.5429992676	0.2209578604
0.2671180367	-0.7328819633	2.864000082	13.781999588	0.2686486542
0.2269656062	0.2269656062	5.5450000763	37.9949989319	0.1904551983
0.3644585013	-0.6355414987	3.9479999542	25.4270000458	0.167497769
0.2093564123	-0.7906435877	4.7589998245	19.8250007629	0.3829649091
0.2848756909	0.2848756909	2.8169999123	13.9689998627	0.2446372062
0.2230680436	0.2230680436	1.6849999428	14.1379995346	0.152343452
0.295429498	0.295429498	2.4040000439	20.1760005951	0.1369481832
0.1731740981	-0.8268259019	5.0760002136	30.6609992981	0.2431026101
0.2378479242	-0.7621520758	5.001999855	28.5219993591	0.2446613312
0.347566843	0.347566843	2.7000000477	16.1259994507	0.2311199754
0.21012716	-0.78987284	4.2189998627	23.3509998322	0.2448706478
0.2563883066	-0.7436116934	2.8710000515	17.8799991608	0.2140996009
0.2164007723	-0.7835992277	2.3069999218	15.5830001831	0.2077468485
0.337425679	0.337425679	2.486000061	14.9440002441	0.2549671829
0.2227553278	0.2227553278	2.9170000553	21.1229991913	0.1717232168
0.2143789828	0.2143789828	1.5449999571	12.0989999771	0.1017158478
0.2406477481	-0.7593522519	7.1630001068	43.7799987793	0.2289657146
0.1678122878	-0.8321877122	3.0369999409	14.204000473	0.2546820045
0.2195146233	0.2195146233	4.7750000954	31.4500007629	0.2157686055
0.2161882371	-0.7838117629	2.9530000687	25.3029994965	0.0994651914
0.1659234017	-0.8340765983	5.0040001869	26.0480003357	0.3556016386
0.2092927247	0.2092927247	1.5909999609	17.7880001068	0.0913591161
0.1106926724	-0.8893073276	9.6180000305	41.1259994507	0.5584203005
0.4271088243	-0.5728911757	4.9679999352	21.5160007477	0.4000447989
0.3099314868	0.3099314868	3.1010000706	19.6159992218	0.2578122318
0.2455468029	0.2455468029	6.5199999809	32.0660018921	0.4092728496
0.2755320072	0.2755320072	2.6549999714	16.2709999084	0.2286524177
0.2816068828	0.2816068828	5.6510000229	35.1640014648	0.2674787641
0.3048131466	0.3048131466	5.9130001068	24.5960006714	0.4329206944
0.3609414101	0.3609414101	2.9130001068	14.9969997406	0.2119630128
0.2960683405	0.2960683405	3.4230000973	19.732000351	0.0746396482
0.1962873191	-0.8037126809	2.7369999886	15.986000061	0.1809409857
0.2173404992	0.2173404992	1.4670000076	11.9040002823	0.1333840042
0.2166460901	-0.7833539099	5.1119999886	31.7290000916	0.1746768802
0.1995742768	-0.8004257232	5.1669998169	32.6529998779	0.2148381472
0.2501832247	0.2501832247	3.5799999237	21.6270008087	0.1967043728
0.2035643607	-0.7964356393	3.8589999676	18.5699996948	0.3165177405
0.2733698785	0.2733698785	4.1510000229	25.3050003052	0.159046337
0.3367239535	0.3367239535	1.5659999847	8.7189998627	0.3326272368
0.1325073689	-0.8674926311	1.5210000277	11.218000412	0.1374106705
0.1600232422	-0.8399767578	2.3020000458	16.093000412	0.2991254032
0.2607014775	-0.7392985225	7.5640001297	45.5690002441	0.336101532
0.2275135815	-0.7724864185	2.9990000725	14.4469995499	0.1528669745
0.2465199232	-0.7534800768	1.7039999962	11.8059997559	0.1168110743
0.1908735037	0.1908735037	5.9800000191	37.5	0.4865135252
0.1783708036	-0.8216291964	1.6419999599	11.9960002899	0.0257996731
0.1995534152	-0.8004465848	4.1869997978	20.6040000916	0.2989798486
0.2242438048	-0.7757561952	2.3580000401	16.5410003662	0.1186959594
0.1850712001	-0.8149287999	6.0050001144	33.4939994812	0.2792772949
0.4129452407	0.4129452407	2.6150000095	18.9249992371	0.2006114274
0.2168517411	-0.7831482589	2.0390000343	17.9629993439	0.1451326311
0.2274804562	-0.7725195438	3.3919999599	23.3810005188	0.1937732249
0.1989752948	-0.8010247052	1.7300000191	12.7919998169	0.1588102728
0.2852084935	0.2852084935	2.0829999447	16.0259990692	0.1636978835
0.3150463104	0.3150463104	3.2539999485	23.8659992218	0.1993338168
0.2648713887	-0.7351286113	3.0680000782	19.813999176	0.1484975815
0.357531935	0.357531935	1.8700000048	17.8530006409	0.0976452604
0.1466305256	-0.8533694744	5.001999855	25.2700004578	0.4357928336
0.3263625801	0.3263625801	2.9010000229	14.7019996643	0.2345253378
0.2380430251	-0.7619569749	4.2630000114	27.4090003967	0.2107326984
0.2022563666	0.2022563666	2.1649999619	13.5629997253	0.1622940749
0.2241282761	-0.7758717239	3.875	25.3680000305	0.182523638
0.3266946673	0.3266946673	3.4049999714	18.6800003052	0.2485268116
0.1944091022	0.1944091022	4.0339999199	23.7700004578	0.2198230475
0.2194060087	-0.7805939913	5.3720002174	28.857000351	0.3878132999
0.3230105937	0.3230105937	8.7309999466	55.1759986877	0.1923046112
0.4117803276	-0.5882196724	2.5780000687	19.7670001984	0.0865683705
0.2327270061	-0.7672729939	1.9789999723	11.9589996338	0.1676943302
0.1985941678	-0.8014058322	4.5999999046	25.9689998627	0.3039006591
0.2776544392	0.2776544392	4.7909998894	27.6180000305	0.166463092
0.2206531316	-0.7793468684	4.8319997787	32.2379989624	0.1494112015
0.2718039453	-0.7281960547	8.2410001755	43.5419998169	0.287199825
0.2159419209	0.2159419209	5.1630001068	21.5060005188	0.3769025803
0.1947615892	-0.8052384108	7.2090001106	40.6599998474	0.3192784488
0.2394932956	-0.7605067044	2.0650000572	15.8809995651	0.1986708641
0.3571385443	0.3571385443	5.0539999008	33.4000015259	0.3221878111
0.2605697811	-0.7394302189	2.6579999924	13.4750003815	0.2159278095
0.3521421254	0.3521421254	2.756000042	13.9989995956	0.2432928681
0.2078258693	0.2078258693	4.3800001144	21.1609992981	0.3269415498
0.1940205991	-0.8059794009	1.9539999962	12.2069997787	0.1481082588
0.2499458194	0.2499458194	3.7490000725	12.781999588	0.2726702392
0.1877223998	-0.8122776002	2.0739998817	18.2089996338	0.143942222
0.2863283753	-0.7136716247	4.0250000954	25.1299991608	0.2565903962
0.2756620347	0.2756620347	4.3090000153	27.1700000763	0.2518252134
0.5062686801	-0.4937313199	8.7069997787	47.8460006714	0.3484051824
0.3012947738	-0.6987052262	3.864000082	25.4409999847	0.1925942004
0.216498673	0.216498673	1.7180000544	11.9569997787	0.1948619336
0.2508502305	0.2508502305	2.2960000038	15.9879999161	0.0070422534
0.3684357107	0.3684357107	5.8839998245	29.4979991913	0.2983488441
0.2998493314	0.2998493314	2.9609999657	17.3999996185	0.205334112
0.1948416978	0.1948416978	3.243999958	17.6669998169	0.1923655272
0.2787795067	-0.7212204933	1.9309999943	12.2250003815	0.2159542143
0.1918461323	-0.8081538677	4.9180002213	32.8899993896	0.1863425374
0.1110965908	-0.8889034092	2.239000082	21.4979991913	0.0795967355
0.1656191945	-0.8343808055	1.5240000486	13.0010004044	0.1085202992
0.1933152527	0.1933152527	1.8480000496	13.7849998474	0.1124040186
0.2066397071	-0.7933602929	3.7539999485	25.0900001526	0.2497141361
0.3253912926	0.3253912926	2.7960000038	19.0370006561	0.1831445694
0.1637868583	-0.8362131417	1.5130000114	14.3140001297	0.081758
0.3037025034	0.3037025034	2.763999939	17.0590000153	0.1718500406
0.259586215	0.259586215	2.4489998817	20.4979991913	0.0778084695
0.2290635258	-0.7709364742	2.2430000305	11.0979995728	0.2435182482
0.2954798341	0.2954798341	6.8200001717	35.8590011597	0.3825997114
0.4188708961	0.4188708961	4.6259999275	22.813999176	0.2688772678
0.8681109548	-0.1318890452	55.2430000305	284.550994873	0.8721293807
0.139940232	-0.860059768	3.260999918	26.7199993134	0.1018529087
0.2242851257	-0.7757148743	6.6420001984	39.2260017395	0.1556389332
0.3709312081	0.3709312081	4.0359997749	21.3630008698	0.2405014485
0.1889368743	-0.8110631257	1.2159999609	13.6680002213	0.0312707424
0.3523901999	0.3523901999	5.5250000954	32.4949989319	0.3213736713
0.2058751285	0.2058751285	1.1369999647	9.109000206	0.0371520184
0.2008572221	-0.7991427779	4.9869999886	31.1299991608	0.2281552702
0.3306595087	0.3306595087	3.3169999123	20.3029994965	0.2109686136
0.3050714135	0.3050714135	4.2569999695	26.1359996796	0.3565081358
0.2258318663	0.2258318663	2.888999939	15.7430000305	0.2223101258
0.3440032303	0.3440032303	3.6050000191	21.8880004883	0.2891882062
0.3606856763	0.3606856763	5.4099998474	24.9249992371	0.3448392451
0.5119568706	-0.4880431294	14.3640003204	73.93699646	0.6308915019
0.1593049169	-0.8406950831	2.6809999943	13.8039999008	0.2360983193
0.2290482819	-0.7709517181	2.4470000267	20.0349998474	0.1641267687
0.3148923218	0.3148923218	4.4340000153	28.3229999542	0.2979489565
0.1329514235	-0.8670485765	1.3090000153	15.4200000763	0.0777166858
0.3071089387	0.3071089387	2.3469998837	15.5360002518	0.1770403683
0.162596643	-0.837403357	3.0759999752	13.5200004578	0.2625260353
0.322811693	0.322811693	5.1659998894	29.9979991913	0.1993934065
0.1991259903	0.1991259903	2.2799999714	13.0100002289	0.192672357
0.2062925398	-0.7937074602	1.9149999619	17.0879993439	0.1416013986
0.2428542674	-0.7571457326	5.2569999695	35.9239997864	0.2060249299
0.6121484041	-0.3878515959	17.5200004578	90.1790008545	0.6785835028
0.165732041	-0.834267959	3.2599999905	19.4279994965	0.1108363494
0.281844914	0.281844914	3.0320000648	17.8199996948	0.2319537252
0.1293368489	-0.8706631511	1.6260000467	13.7779998779	0.1494096071
0.2697639465	0.2697639465	2.6319999695	16.0069999695	0.2276831567
0.4088852406	0.4088852406	6.256000042	34.7610015869	0.2613756061
0.1808237433	-0.8191762567	1.4910000563	14.7690000534	0.1273439229
0.2660143375	0.2660143375	2.3710000515	11.6210002899	0.1975872666
0.4395558238	0.4395558238	7.8449997902	41.3740005493	0.4222415388
0.5043839812	0.5043839812	5.3410000801	26.670999527	0.432210356
0.1701227874	-0.8298772126	2.1419999599	13.4149999619	0.1826799214
0.2151394039	-0.7848605961	3.1349999905	20.2859992981	0.2069604248
0.2169784456	-0.7830215544	4.4130001068	18.0949993134	0.3634147942
0.1956268847	-0.8043731153	1.7829999924	14.4139995575	0.1415065676
0.2030209005	-0.7969790995	3.3220000267	23.8120002747	0.1604034752
0.1559729427	-0.8440270573	1.8580000401	17.8579998016	0.0848655179
0.3957270682	0.3957270682	9.3159999847	49.2630004883	0.4172982275
0.2586118877	-0.7413881123	4.4910001755	22.4610004425	0.1505454034
0.2397928685	-0.7602071315	5.6529998779	29.4729995728	0.23797822
0.1797425151	-0.8202574849	3.7829999924	27.8789997101	0.1656755656
0.35206303	0.35206303	3.9869999886	22.4130001068	0.3168511987
0.3565635085	0.3565635085	4.2690000534	22.1650009155	0.3660263419
0.290650636	0.290650636	3.5209999084	20.6760005951	0.147624746
0.3166935742	-0.6833064258	4.4070000648	23.2940006256	0.3337108791
0.4196456075	0.4196456075	7.7170000076	45.4949989319	0.2314361185
0.3836152554	0.3836152554	4.978000164	26.7789993286	0.248222068
0.3002531528	0.3002531528	3.9360001087	19.2509994507	0.3050945699
0.4242751598	0.4242751598	3.9179999828	23.1420001984	0.2473311275
0.3326722383	-0.6673277617	4.9559998512	29.0739994049	0.2197424769
0.5377813578	-0.4622186422	2.1019999981	15.8940000534	0.0842023343
0.4231072068	0.4231072068	7.4530000687	42.1380004883	0.3596006632
0.4398390949	0.4398390949	9.2589998245	35.2859992981	0.301551044
0.3631344438	0.3631344438	3.9670000076	24.2770004272	0.2425665259
0.4081206322	0.4081206322	5.021999836	27.1140003204	0.3491510451
0.3132242262	0.3132242262	3.5	19.0720005035	0.2186248899
0.2780411243	0.2780411243	6.486000061	39.5120010376	0.2798349857
0.2783039808	0.2783039808	1.9850000143	11.2899999619	0.2083937973
0.3697032928	-0.6302967072	4.0399999619	23.0699996948	0.2710602582
0.2910930216	0.2910930216	3.5929999352	24.142999649	0.1755204797
0.4266929328	0.4266929328	5.2550001144	26.6790008545	0.154531315
0.1986393332	-0.8013606668	1.868999958	10.4600000381	0.1615063101
0.2201258391	-0.7798741609	3.6570000648	26.3710002899	0.1424541622
0.3062078953	0.3062078953	11.0749998093	60.9939994812	0.4990700483
0.3814420104	0.3814420104	3.4779999256	21.7290000916	0.1265948266
0.4190858305	0.4190858305	3.5280001163	17.7660007477	0.3193688393
0.4541403055	0.4541403055	8.6459999084	46.7879981995	0.2777227759
0.3021966815	-0.6978033185	2.0350000858	13.8140001297	0.2171193808
0.5286739469	-0.4713260531	9.3970003128	50.7200012207	0.4498093724
0.3210996687	0.3210996687	4.3150000572	33.4329986572	0.0236917399
0.3930830956	0.3930830956	4.5469999313	25.3029994965	0.2795947194
0.1077884063	-0.8922115937	2.2899999619	22.4249992371	0.0638562888
0.1930931509	-0.8069068491	3.6549999714	28.4020004272	0.1311448067
0.3505695462	0.3505695462	2.9619998932	13.9409999847	0.2614224851
0.1659613252	-0.8340386748	1.8029999733	12.6350002289	0.1070913374
0.398006916	0.398006916	4.021999836	24.4419994354	0.2236829847
0.4497913718	0.4497913718	4.0170001984	24.767999649	0.1275837421
0.4537439048	0.4537439048	6.5739998817	33.7150001526	0.3788354695
0.6728687286	-0.3271312714	7.4419999123	41.1549987793	0.3545584977
0.6356786489	-0.3643213511	13.3850002289	70.6819992065	0.5932422876
0.3681012094	0.3681012094	4.9359998703	28.1140003204	0.1960019022
0.2699787617	0.2699787617	12.8870000839	63.4840011597	0.5625033975
0.4086143374	0.4086143374	7.8249998093	46.3320007324	0.3897204101
0.2178599834	-0.7821400166	3.2479999065	21.3560009003	0.4176797569
0.2307232916	0.2307232916	2.9630000591	15.4280004501	0.1879622638
0.3174796402	-0.6825203598	6.1350002289	34.891998291	0.363279134
0.2457778305	-0.7542221695	2.7309999466	15.3219995499	0.2548009157
0.3168024719	-0.6831975281	2.8759999275	17.0979995728	0.1956987381
0.2818210423	0.2818210423	2.6809999943	19.357000351	0.1775250733
0.1779541224	-0.8220458776	5.3270001411	35.9000015259	0.3867533505
0.3569042385	0.3569042385	6.4629998207	39.8880004883	0.2453826666
0.3138125539	-0.6861874461	3.3169999123	20.9090003967	0.2472311854
0.2439791262	-0.7560208738	12.5389995575	61.3359985352	0.6340759993
0.2804289758	0.2804289758	1.5800000429	12.7609996796	0.1063803136
0.562648952	0.562648952	8.3100004196	38.7890014648	0.3643121421
0.5172953606	0.5172953606	6.1589999199	31.829000473	0.4732397497
0.3958203793	-0.6041796207	8.7939996719	53.9420013428	0.1747989804
0.7122811675	-0.2877188325	17.1609992981	87.1679992676	0.5522817969
0.7485576868	-0.2514423132	29.4300003052	156.0030059814	0.5500122905
0.456015408	-0.543984592	13.5810003281	76.1859970093	0.3859217763
0.4373426437	-0.5626573563	7.1449999809	39.0929985046	0.4179669619
0.3736772835	-0.6263227165	5.638999939	34.6629981995	0.2692401111
0.4908020794	-0.5091979206	6.7589998245	32.8540000916	0.4725079834
0.5481801033	-0.4518198967	15.531999588	85.1849975586	0.4997654259
0.3896746635	0.3896746635	7.611000061	36.75	0.1248389184
0.4828633368	-0.5171366632	5.6529998779	30.3840007782	0.3981097937
0.5124435425	-0.4875564575	12.2840003967	62.483001709	0.5703017712
0.6384130716	-0.3615869284	13.8000001907	65.56300354	0.6448386908
0.6391999125	-0.3608000875	13.1370000839	55.8740005493	0.6744139194
0.4020434916	-0.5979565084	7.7849998474	41.313999176	0.3620361686
0.5050464869	-0.4949535131	19.7420005798	108.9530029297	0.6755022407
0.370714128	-0.629285872	6.9330000877	35.6269989014	0.3737279177
0.6482773423	-0.3517226577	15.1759996414	76.0970001221	0.6508382559
0.2032115757	-0.7967884243	6.2210001945	40.1440010071	0.195441097
0.5178897977	0.5178897977	6.611000061	31.8010005951	0.3625479043
0.4392231405	-0.5607768595	5.1820001602	33.1469993591	0.2091109157
